name,position,team,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,In_DreamTeam
Hugo Lloris,GK,Spurs,0,0,21,0,0,353,240,3,0,4.6,46.4,2022-02-09T19:45:00Z,90,16,0,0,0,0,24,6,766321,3,2,0,3,-12572,11375,23947,54,TRUE,0,24,0
Craig Cathcart,DEF,Watford,0,0,13,0,0.2,379,235,1,0,1.7,14.8,2022-02-08T19:45:00Z,90,19,0,0,0,0,24,0,38089,0,1,2,2,-7055,586,7641,43,FALSE,0,24,0
Saman Ghoddos,MID,Brentford,0,0,12,0,14.3,85,238,1,0,1.8,3.6,2022-02-09T19:45:00Z,61,12,0,0,0,0,24,0,3697,0,2,0,2,-33,44,77,53,FALSE,0,24,0
Illan Meslier,GK,Leeds,0,0,15,0,0,199,231,3,0,0.6,6.4,2022-02-09T20:00:00Z,90,2,0,0,0,0,24,2,195389,3,3,0,1,-4578,1809,6387,48,FALSE,0,24,0
Gabriel Magalhães,DEF,Arsenal,0,3,44,1,20.8,23,236,0,1,12.7,49.2,2022-02-10T19:45:00Z,90,20,0,0,0,0,24,0,500993,1,0,57,14,-5856,16662,22518,53,FALSE,1,24,0
Dwight McNeil,MID,Burnley,0,0,11,0,24.8,118,233,1,0,5.4,22.2,2022-02-08T20:00:00Z,90,13,0,0,0,0,24,0,17593,1,1,7,2,-342,1002,1344,57,TRUE,0,24,0
David Raya Martin,GK,Brentford,0,0,16,0,0,80,238,2,0,3.1,30.8,2022-02-09T19:45:00Z,90,12,0,0,0,0,24,5,275572,0,2,0,2,-3445,2671,6116,43,FALSE,0,24,0
Nick Pope,GK,Burnley,0,0,17,0,0,112,233,1,0,3.5,34.6,2022-02-08T20:00:00Z,90,13,0,0,0,0,24,4,209017,1,1,0,3,4722,9193,4471,54,TRUE,0,24,0
Ezri Konsa Ngoyo,DEF,Aston Villa,0,0,0,0,0,45,231,3,0,0.2,1.8,2022-02-09T20:00:00Z,86,10,0,0,0,1,24,0,124119,3,3,0,-2,-1039,5156,6195,49,TRUE,0,24,0
Gabriel Teodoro Martinelli Silva,MID,Arsenal,0,0,-6,1,6.7,26,236,0,0,0.9,0,2022-02-10T19:45:00Z,68,20,0,0,0,1,24,0,574568,1,0,4,0,-18789,42823,61612,54,FALSE,0,24,0
Heung-Min Son,MID,Spurs,0,0,20,0,2.8,359,240,3,1,6.3,38.8,2022-02-09T19:45:00Z,90,16,0,0,0,0,24,0,1272230,3,2,21,7,59212,152575,93363,106,TRUE,0,24,0
Jacob Ramsey,MID,Aston Villa,0,2,43,0,2.6,51,231,3,2,11.2,71.2,2022-02-09T20:00:00Z,88,10,0,0,0,0,24,0,289059,3,3,38,14,65332,91041,25709,46,TRUE,0,24,0
Joseph Willock,MID,Newcastle,0,0,10,0,0.9,19,239,1,0,5.1,19,2022-02-08T19:45:00Z,90,8,0,0,0,0,24,0,39757,1,3,31,2,-355,593,948,57,TRUE,0,24,0
Harry Kane,FWD,Spurs,0,0,3,0,15.8,357,240,3,0,4.2,9.8,2022-02-09T19:45:00Z,90,16,0,0,0,0,24,0,1294704,3,2,16,2,92171,161377,69206,123,TRUE,0,24,0
Seamus Coleman,DEF,Everton,0,2,25,0,25.6,165,239,3,0,5.8,30.8,2022-02-08T19:45:00Z,90,14,0,0,0,0,24,0,41209,1,3,2,3,-929,1522,2451,49,FALSE,0,24,1
Sergio Reguilón,DEF,Spurs,0,0,12,0,34.1,370,240,3,0,10.6,19,2022-02-09T19:45:00Z,82,16,0,0,0,0,24,0,1526798,3,2,53,1,-49731,44412,94143,54,TRUE,0,24,0
Joachim Andersen,DEF,Crystal Palace,0,0,14,0,11,488,234,1,0,2.5,14.4,2022-02-09T19:45:00Z,90,15,0,0,0,0,24,0,33517,1,1,0,2,367,1170,803,45,FALSE,0,24,0
Josh Brownhill,MID,Burnley,0,0,5,0,2.7,115,233,1,0,1.9,16.2,2022-02-08T20:00:00Z,90,13,0,0,0,0,24,0,210387,1,1,0,1,-5209,6426,11635,43,TRUE,1,24,0
Tyrick Mitchell,DEF,Crystal Palace,0,0,11,0,3.5,162,234,1,0,2.8,22,2022-02-09T19:45:00Z,90,15,0,0,0,0,24,0,110943,1,1,2,2,4903,10248,5345,45,FALSE,0,24,0
Jack Harrison,MID,Leeds,0,0,7,0,23.6,267,231,3,0,3.9,11.2,2022-02-09T20:00:00Z,90,2,0,0,0,0,24,0,182421,3,3,4,2,9603,31415,21812,55,FALSE,0,24,0
David de Gea,GK,Man Utd,0,0,12,0,0,270,233,1,0,1,10,2022-02-08T20:00:00Z,90,5,0,0,0,0,24,2,1307551,1,1,0,2,118366,141360,22994,53,FALSE,0,24,0
Samir Caetano de Souza Santos,DEF,Watford,0,0,10,0,0.1,677,235,1,0,2.4,24.2,2022-02-08T19:45:00Z,90,19,0,0,0,0,24,0,1549,0,1,0,2,-401,299,700,45,FALSE,0,24,0
Tomas Soucek,MID,West Ham,0,0,11,1,24.2,422,235,0,0,11.1,19.4,2022-02-08T19:45:00Z,90,18,0,0,0,0,24,0,339024,0,1,67,3,-6128,4811,10939,57,TRUE,0,24,0
Romain Perraud,DEF,Southampton,1,0,13,0,15.4,460,240,2,0,4,21.4,2022-02-09T19:45:00Z,90,17,0,0,0,0,24,0,8272,3,2,3,3,-76,81,157,48,FALSE,1,24,0
Will Hughes,MID,Crystal Palace,0,0,15,0,13.5,386,234,1,0,6.6,5.6,2022-02-09T19:45:00Z,90,15,0,0,0,0,24,0,7646,1,1,47,2,-321,331,652,47,FALSE,0,24,0
Ben Davies,DEF,Spurs,0,0,23,0,0.4,364,240,3,0,4.1,32.4,2022-02-09T19:45:00Z,90,16,0,0,0,0,24,0,174441,3,2,8,1,-712,11548,12260,45,TRUE,0,24,0
Granit Xhaka,MID,Arsenal,0,0,9,1,1.8,7,236,0,0,1.9,15.2,2022-02-10T19:45:00Z,90,20,0,0,0,0,24,0,27174,1,0,2,2,-164,304,468,48,FALSE,1,24,0
Edo Kayembe,MID,Watford,0,0,11,0,2,679,235,1,0,0.9,6.8,2022-02-08T19:45:00Z,76,19,0,0,0,0,24,0,2367,0,1,0,2,-673,264,937,50,FALSE,0,24,0
Michail Antonio,FWD,West Ham,0,0,2,1,2,413,235,0,0,1,2.4,2022-02-08T19:45:00Z,90,18,0,0,0,0,24,0,3628246,0,1,6,2,-118129,135266,253395,79,TRUE,0,24,0
Luke Ayling,DEF,Leeds,0,0,9,0,1.6,185,231,3,0,1.5,9.8,2022-02-09T20:00:00Z,90,2,0,0,0,0,24,0,257365,3,3,4,1,-3546,3390,6936,43,FALSE,0,24,0
Mads Roerslev Rasmussen,DEF,Brentford,0,0,-1,0,14.6,89,238,2,0,2.4,7.2,2022-02-09T19:45:00Z,90,12,0,0,0,0,24,0,10302,0,2,2,1,-695,382,1077,43,FALSE,0,24,0
Jordan Pickford,GK,Everton,0,1,24,0,0,170,239,3,0,5,49.6,2022-02-08T19:45:00Z,90,14,0,0,0,0,24,7,415270,1,3,0,4,-4183,9021,13204,49,FALSE,0,24,0
Erik Pieters,DEF,Burnley,0,0,8,0,6.3,100,233,1,0,4,31.2,2022-02-08T20:00:00Z,90,13,0,0,0,0,24,0,10127,1,1,2,1,2087,2553,466,42,TRUE,1,24,0
Martin Ødegaard,MID,Arsenal,0,0,16,1,29.6,558,236,0,0,4,10.4,2022-02-10T19:45:00Z,67,20,0,0,0,0,24,0,374893,1,0,0,3,-7640,21176,28816,56,FALSE,0,24,0
Michael Olise,MID,Crystal Palace,1,2,20,0,37.6,464,234,1,0,6.5,25.4,2022-02-09T19:45:00Z,69,15,0,0,0,0,24,0,43055,1,1,2,7,27899,31933,4034,54,FALSE,0,24,0
Michael Keane,DEF,Everton,0,0,13,0,0.2,169,239,3,0,1.5,12.6,2022-02-08T19:45:00Z,90,14,0,0,0,0,24,0,265753,1,3,2,1,-21230,3698,24928,49,FALSE,0,24,1
Daniel Amartey,DEF,Leicester,0,0,20,0,0.3,208,237,2,0,4,39.4,2022-02-10T19:45:00Z,90,11,0,0,0,0,24,0,711098,0,2,0,1,17489,36092,18603,38,FALSE,0,24,0
Phil Foden,MID,Man City,0,0,10,1,33.5,265,238,0,0,4.6,4,2022-02-09T19:45:00Z,70,3,0,0,0,0,24,0,712783,0,2,8,3,424,60631,60207,80,TRUE,0,24,0
Thiago Alcántara do Nascimento,MID,Liverpool,0,0,13,1,6.3,225,237,0,0,2.6,18.6,2022-02-10T19:45:00Z,90,9,0,0,0,0,24,0,38897,0,2,1,3,-1006,205,1211,53,TRUE,0,24,0
Lucas Digne,DEF,Aston Villa,0,0,13,0,15.8,168,231,3,0,4.6,18,2022-02-09T20:00:00Z,90,10,0,0,0,0,24,0,810383,3,3,12,1,270877,286661,15784,51,TRUE,0,24,0
Craig Dawson,DEF,West Ham,0,0,26,1,0.3,414,235,0,0,1.5,12.2,2022-02-08T19:45:00Z,90,18,0,0,0,0,24,0,81624,0,1,2,6,-2661,3985,6646,49,TRUE,0,24,0
Kasper Schmeichel,GK,Leicester,0,0,27,0,0,200,237,2,0,6.9,69,2022-02-10T19:45:00Z,90,11,0,0,0,0,24,9,1125888,0,2,0,4,-19651,9738,29389,48,FALSE,0,24,0
Ben White,DEF,Arsenal,0,1,25,1,10.3,67,236,0,0,5.6,25.6,2022-02-10T19:45:00Z,90,20,0,0,0,0,24,0,1144596,1,0,20,7,20970,52690,31720,45,FALSE,0,24,0
Daniel Castelo Podence,MID,Wolves,0,0,13,0,71.2,438,236,1,0,11.7,28.8,2022-02-10T19:45:00Z,90,1,0,0,0,0,24,0,13562,1,0,17,2,-1158,1094,2252,55,TRUE,0,24,0
Jadon Sancho,MID,Man Utd,0,0,13,0,40.3,485,233,1,0,10.2,7.8,2022-02-08T20:00:00Z,90,5,0,0,0,0,24,0,178363,1,1,54,2,-6604,4327,10931,89,FALSE,0,24,0
Kurt Zouma,DEF,West Ham,0,1,29,1,1,128,235,0,0,2.5,22,2022-02-08T19:45:00Z,90,18,0,0,0,0,24,0,101109,0,1,2,7,4083,5705,1622,54,TRUE,0,24,0
Aaron Cresswell,DEF,West Ham,0,2,30,1,25.8,411,235,0,0,5,22.2,2022-02-08T19:45:00Z,90,18,0,0,0,0,24,0,646632,0,1,2,8,42511,53033,10522,53,TRUE,0,24,0
Curtis Jones,MID,Liverpool,0,0,11,0,13.3,244,237,0,0,3.3,9.4,2022-02-10T19:45:00Z,58,9,0,0,0,0,24,0,7250,0,2,10,1,-213,280,493,50,TRUE,0,24,0
Mohammed Salisu,DEF,Southampton,0,0,15,0,1.8,351,240,2,0,4.3,19.4,2022-02-09T19:45:00Z,90,17,0,0,0,0,24,0,17719,3,2,22,1,1397,1865,468,45,FALSE,0,24,0
Wilfred Ndidi,MID,Leicester,0,0,15,0,0.3,216,237,2,0,3,29.4,2022-02-10T19:45:00Z,90,11,0,0,0,0,24,0,74593,0,2,0,2,-576,419,995,48,FALSE,0,24,0
James Ward-Prowse,MID,Southampton,0,0,17,0,13.2,341,246,1,0,4.3,11.6,2022-02-12T12:30:00Z,90,13,0,0,0,0,25,0,358847,1,1,18,2,46598,58549,11951,64,FALSE,0,25,0
Bruno Miguel Borges Fernandes,MID,Man Utd,0,0,13,0,27.1,277,246,1,0,4.9,13.8,2022-02-12T12:30:00Z,90,16,0,0,0,0,25,0,2116608,1,1,8,2,279682,349951,70269,117,TRUE,0,25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Dummett,DEF,Newcastle,0,0,3,0,0,301,247,0,0,0.2,2.4,2022-02-13T14:00:00Z,45,2,0,0,0,0,25,0,1016,0,1,0,1,-27,7,34,45,TRUE,0,25,0
Alexis Mac Allister,MID,Brighton,0,0,10,0,15.2,74,174,2,0,4.6,13,2022-02-15T20:15:00Z,90,13,0,0,0,0,25,0,94983,0,2,18,1,29367,34250,4883,53,FALSE,1,25,0
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,13,0,2.5,510,246,1,0,3.3,13.8,2022-02-12T12:30:00Z,90,16,0,0,0,0,25,0,402507,1,1,17,2,106605,119703,13098,46,TRUE,0,25,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Schlupp,MID,Crystal Palace,0,0,6,1,3.4,155,241,0,0,1.4,5.4,2022-02-12T15:00:00Z,90,3,0,0,0,0,25,0,5289,0,0,5,3,-31,336,367,54,FALSE,0,25,0
Joshua King,FWD,Watford,0,0,4,0,3.8,468,250,2,0,2,2.6,2022-02-12T15:00:00Z,90,4,0,0,0,0,25,0,763878,2,0,14,2,-50209,27110,77319,59,TRUE,0,25,0
Richarlison de Andrade,FWD,Everton,1,0,16,1,34.5,180,244,0,0,9.8,27.8,2022-02-12T15:00:00Z,85,10,0,0,0,0,25,0,442705,0,3,36,5,15395,36705,21310,75,TRUE,0,25,0
Ederson Santana de Moraes,GK,Man City,0,0,32,1,0,257,248,0,0,2.9,28.6,2022-02-12T17:30:00Z,90,15,0,0,0,0,25,3,1114163,4,0,0,7,11876,33363,21487,61,FALSE,0,25,0
Ilkay Gündogan,MID,Man City,0,0,21,1,31.4,250,248,0,0,7.8,14.6,2022-02-12T17:30:00Z,90,15,0,0,0,0,25,0,261397,4,0,32,3,-19333,2790,22123,72,FALSE,0,25,0
Luke Shaw,DEF,Man Utd,0,0,19,0,50.6,275,246,1,0,7.6,25.4,2022-02-12T12:30:00Z,90,16,0,0,0,0,25,0,1185361,1,1,0,2,101710,110349,8639,50,TRUE,0,25,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armando Broja,FWD,Southampton,0,0,6,0,3.6,518,246,1,0,3.6,5.6,2022-02-12T12:30:00Z,90,13,0,0,0,0,25,0,752904,1,1,27,2,223692,245290,21598,53,FALSE,0,25,0
Declan Rice,MID,West Ham,0,0,14,0,3.3,421,245,2,0,1.5,9.2,2022-02-13T16:30:00Z,90,9,0,0,0,0,25,0,423026,2,2,2,1,-3605,10102,13707,51,FALSE,1,25,0
Juraj Kucka,MID,Watford,0,0,11,0,24.8,495,250,1,0,4.2,15.6,2022-02-12T15:00:00Z,45,4,0,0,0,0,25,0,15920,2,0,2,1,-2635,301,2936,55,TRUE,0,25,0
Luke Cundle,MID,Wolves,0,0,12,1,14.6,547,249,0,0,2,5.2,2022-02-13T14:00:00Z,83,17,0,0,0,0,25,0,6312,2,0,0,3,-14,39,53,44,FALSE,0,25,0
Adam Forshaw,MID,Leeds,0,0,9,0,0.7,552,244,1,0,0.5,4.4,2022-02-12T15:00:00Z,45,8,0,0,0,0,25,0,5099,0,3,0,1,18,190,172,45,FALSE,0,25,0
Tyrone Mings,DEF,Aston Villa,0,0,12,0,0.8,38,247,1,0,2.2,14.4,2022-02-13T14:00:00Z,90,14,0,0,0,0,25,0,537146,0,1,7,2,-4645,9698,14343,50,FALSE,0,25,0
Billy Gilmour,MID,Norwich,0,0,17,0,44.5,145,248,4,0,5.7,12.4,2022-02-12T17:30:00Z,90,12,0,0,0,0,25,0,298028,4,0,0,2,-3763,5830,9593,43,TRUE,0,25,0
Fernando Luiz Rosa,MID,Man City,0,0,9,1,17.5,453,248,0,0,4.7,15.8,2022-02-12T17:30:00Z,90,15,0,0,0,0,25,0,29752,4,0,14,3,-382,165,547,48,FALSE,0,25,0
Francisco Femenía Far,DEF,Watford,0,0,15,0,26.3,382,250,2,0,5,21.4,2022-02-12T15:00:00Z,90,4,0,0,0,0,25,0,17102,2,0,2,1,1521,3293,1772,43,TRUE,0,25,0
Maxwel Cornet,MID,Burnley,0,0,5,0,17.2,578,242,1,0,5,13.4,2022-02-13T14:00:00Z,90,11,0,0,0,0,25,0,52373,1,0,19,2,1430,6400,4970,59,TRUE,0,25,0
Raúl Jiménez,FWD,Wolves,0,0,28,1,11.2,430,249,0,1,11.6,45.6,2022-02-13T14:00:00Z,85,17,0,0,0,0,25,0,394635,2,0,59,6,-7832,14498,22330,74,FALSE,0,25,0
Emmanuel Dennis,FWD,Watford,0,0,1,0,1.9,450,250,2,0,1.7,0.4,2022-02-12T15:00:00Z,90,4,0,0,0,0,25,0,3292561,2,0,15,1,-123572,62168,185740,62,TRUE,1,25,0
Ryan Fraser,MID,Newcastle,0,0,9,1,37.8,298,247,0,0,4.7,9.4,2022-02-13T14:00:00Z,90,2,0,0,0,0,25,0,14498,0,1,0,3,7004,8076,1072,53,TRUE,0,25,0
Paul Pogba,MID,Man Utd,0,0,13,0,13.2,272,246,1,0,5.3,18.6,2022-02-12T12:30:00Z,90,16,0,0,0,0,25,0,770923,1,1,21,1,162690,169674,6984,74,TRUE,1,25,0
Leandro Trossard,MID,Brighton,0,0,3,0,11.7,64,174,1,0,1.4,0.2,2022-02-15T20:15:00Z,59,13,0,0,0,0,25,0,214333,0,2,2,1,53015,63777,10762,60,FALSE,0,25,0
Christian Nørgaard,MID,Brentford,0,0,13,1,4.8,77,241,0,0,3.4,22,2022-02-12T15:00:00Z,90,7,0,0,0,0,25,0,52189,0,0,7,3,-825,933,1758,50,TRUE,0,25,0
Brandon Williams,DEF,Norwich,0,0,15,0,10.9,290,248,4,0,3.3,17.8,2022-02-12T17:30:00Z,90,12,0,0,0,0,25,0,502235,4,0,4,0,18912,34060,15148,39,TRUE,0,25,0
Kenny McLean,MID,Norwich,0,0,7,0,15,318,248,4,0,3,12.2,2022-02-12T17:30:00Z,90,12,0,0,0,0,25,0,5455,4,0,3,2,-134,115,249,49,TRUE,0,25,0
Connor Roberts,DEF,Burnley,0,0,15,0,13.4,585,242,1,0,3.3,19.8,2022-02-13T14:00:00Z,90,11,0,0,0,0,25,0,4363,1,0,0,2,1846,2450,604,45,TRUE,0,25,1
Sadio Mané,MID,Liverpool,0,0,5,1,24.7,230,242,0,0,7.8,7.4,2022-02-13T14:00:00Z,66,5,0,0,0,0,25,0,188594,1,0,46,3,-1778,2309,4087,117,FALSE,0,25,0
Jakub Moder,MID,Brighton,0,0,14,1,17.5,75,250,0,0,9.4,23.2,2022-02-12T15:00:00Z,90,18,0,0,0,0,25,0,70766,2,0,53,3,4537,7768,3231,45,FALSE,0,25,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabian Schär,DEF,Newcastle,0,2,21,1,0.4,305,247,0,0,1.2,9.8,2022-02-13T14:00:00Z,90,2,0,0,0,0,25,0,16729,0,1,2,8,242,999,757,43,TRUE,0,25,0
Mateusz Klich,MID,Leeds,0,0,2,0,1.2,186,244,2,0,0.9,5.4,2022-02-12T15:00:00Z,45,8,0,0,0,0,25,0,26527,0,3,2,1,-790,86,876,52,FALSE,0,25,0
Che Adams,FWD,Southampton,0,3,26,0,12.8,345,246,1,1,6.5,31.6,2022-02-12T12:30:00Z,90,13,0,0,0,0,25,0,83136,1,1,21,9,10401,12469,2068,68,FALSE,0,25,0
Leander Dendoncker,MID,Wolves,1,3,40,1,2.3,434,249,0,1,9.3,41,2022-02-13T14:00:00Z,90,17,0,0,0,0,25,0,10224,2,0,50,14,60,381,321,47,FALSE,0,25,0
Andrew Robertson,DEF,Liverpool,0,1,30,1,30.8,234,242,0,0,5.9,13.8,2022-02-13T14:00:00Z,90,5,0,0,0,0,25,0,535366,1,0,14,7,45144,70559,25415,71,FALSE,0,25,1
Marcus Rashford,MID,Man Utd,1,0,10,0,13.2,281,246,1,0,3.5,13.4,2022-02-12T12:30:00Z,81,16,0,0,0,0,25,0,136802,1,1,8,4,20064,33642,13578,94,TRUE,1,25,0
Rayan Ait Nouri,DEF,Wolves,0,0,13,1,16.4,470,249,0,0,4.1,18.8,2022-02-13T14:00:00Z,90,17,0,0,0,0,25,0,150952,2,0,6,5,2465,14217,11752,44,FALSE,1,25,0
Pascal Groß,MID,Brighton,0,0,5,1,29.8,55,250,0,0,4.6,7.8,2022-02-12T15:00:00Z,63,18,0,0,0,0,25,0,24048,2,0,8,3,1238,1631,393,57,FALSE,0,25,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John McGinn,MID,Aston Villa,0,0,9,0,16.2,35,247,1,0,3.9,15.2,2022-02-13T14:00:00Z,84,14,0,0,0,0,25,0,100457,0,1,8,1,-5863,1708,7571,58,FALSE,1,25,0
Jan Bednarek,DEF,Southampton,0,0,11,0,0.1,343,246,1,0,1.2,11.4,2022-02-12T12:30:00Z,45,13,0,0,0,0,25,0,100360,1,1,0,1,2376,7907,5531,44,FALSE,0,25,0
Dejan Kulusevski,MID,Spurs,0,0,2,1,21.3,701,249,0,0,4.8,2.8,2022-02-13T14:00:00Z,62,20,0,0,0,0,25,0,9065,2,0,24,2,-523,2130,2653,60,TRUE,1,25,1
Fabio Henrique Tavares,MID,Liverpool,0,2,31,1,3.4,232,242,0,1,11.3,42.4,2022-02-13T14:00:00Z,90,5,0,0,0,0,25,0,78563,1,0,67,10,2438,6754,4316,54,FALSE,0,25,0
Pontus Jansson,DEF,Brentford,0,1,27,1,0.1,76,241,0,0,6.4,30.6,2022-02-12T15:00:00Z,90,7,0,0,0,0,25,0,577200,0,0,33,7,-15232,8203,23435,45,TRUE,0,25,0
Yoane Wissa,MID,Brentford,0,0,1,1,0.7,524,241,0,0,1.1,0,2022-02-12T15:00:00Z,81,7,0,0,0,0,25,0,6843,0,0,15,3,-343,163,506,58,TRUE,0,25,0
Cristiano Ronaldo dos Santos Aveiro,FWD,Man Utd,0,0,4,0,13.1,579,246,1,0,7.2,12,2022-02-12T12:30:00Z,90,16,0,0,0,0,25,0,2521179,1,1,47,2,-15009,133182,148191,125,TRUE,0,25,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wout Weghorst,FWD,Burnley,0,0,4,0,21.3,700,242,1,0,4.7,6.2,2022-02-13T14:00:00Z,74,11,0,0,0,0,25,0,80805,1,0,19,2,54406,60969,6563,65,TRUE,0,25,1
Donny van de Beek,MID,Everton,0,0,8,1,14.1,282,244,0,0,2.9,12.4,2022-02-12T15:00:00Z,90,10,0,0,0,0,25,0,48156,0,3,2,3,-2140,6011,8151,57,TRUE,0,25,0
Kyle Walker-Peters,DEF,Southampton,0,0,14,0,13,342,246,1,0,5.3,16.4,2022-02-12T12:30:00Z,90,13,0,0,0,0,25,0,43901,1,1,24,2,2916,4044,1128,48,FALSE,0,25,0
Mohamed Elyounoussi,MID,Southampton,1,1,20,0,47,517,246,1,0,7.8,26.6,2022-02-12T12:30:00Z,70,13,0,0,0,0,25,0,9471,1,1,4,6,1040,1313,273,54,FALSE,0,25,0
Luke Thomas,DEF,Leicester,0,0,8,0,0.9,219,245,1,0,2.4,21.2,2022-02-13T16:30:00Z,59,19,0,0,0,0,25,0,65905,2,2,2,1,-1848,1085,2933,43,TRUE,0,25,0
Diego Llorente,DEF,Leeds,0,0,11,0,0.7,190,244,3,0,2.5,24.4,2022-02-12T15:00:00Z,90,8,0,0,0,0,25,0,32705,0,3,0,1,4551,5606,1055,45,FALSE,0,25,0
Robin Koch,DEF,Leeds,0,0,19,0,0.3,194,244,3,0,3.6,17.8,2022-02-12T15:00:00Z,90,8,0,0,0,0,25,0,11392,0,3,18,1,-16,137,153,43,FALSE,0,25,0
Mohamed Salah,MID,Liverpool,0,0,6,1,15.1,233,242,0,0,3.7,5.6,2022-02-13T14:00:00Z,90,5,0,0,0,0,25,0,3959365,1,0,16,3,542419,581355,38936,129,FALSE,0,25,1
Raheem Sterling,MID,Man City,0,3,53,1,17.1,255,248,0,3,26.4,110.2,2022-02-12T17:30:00Z,90,15,0,1,0,0,25,0,271171,4,0,137,18,-38682,5883,44565,107,FALSE,1,25,0
Wilfried Zaha,MID,Crystal Palace,0,0,8,1,14.3,154,241,0,0,7.4,19,2022-02-12T15:00:00Z,90,3,0,0,0,0,25,0,385410,0,0,41,3,13872,18980,5108,68,FALSE,0,25,0
Robert Sánchez,GK,Brighton,0,0,23,1,0,69,250,0,0,1.2,12.2,2022-02-12T15:00:00Z,90,18,0,0,0,0,25,1,1648606,2,0,0,6,48007,73262,25255,46,FALSE,0,25,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Mee,DEF,Burnley,0,0,20,0,10.1,106,242,1,0,3.1,14.6,2022-02-13T14:00:00Z,90,11,0,0,0,0,25,0,57555,1,0,6,2,2350,5132,2782,48,TRUE,0,25,0
Pascal Struijk,DEF,Leeds,0,0,19,0,10.7,198,244,3,0,4.1,30,2022-02-12T15:00:00Z,90,8,0,0,0,0,25,0,12033,0,3,0,1,976,1214,238,43,FALSE,0,25,0
Alex Iwobi,MID,Everton,0,0,17,1,53.3,174,244,0,0,12.4,21.6,2022-02-12T15:00:00Z,90,10,0,0,0,0,25,0,14305,0,3,49,2,-81,105,186,58,TRUE,1,25,0
Marc Guéhi,DEF,Crystal Palace,0,0,25,1,1.3,477,241,0,0,0.8,6.8,2022-02-12T15:00:00Z,90,3,0,0,0,0,25,0,149229,0,0,0,6,4504,12661,8157,45,FALSE,0,25,0
Jarrod Bowen,MID,West Ham,1,3,37,0,17.1,420,245,2,1,11.6,53.6,2022-02-13T16:30:00Z,90,9,0,0,0,0,25,0,2858072,2,2,45,13,110202,166821,56619,70,FALSE,0,25,0
Manuel Lanzini,MID,West Ham,0,0,11,0,6.5,416,245,2,0,2,9.4,2022-02-13T16:30:00Z,78,9,0,0,0,0,25,0,54281,2,2,4,2,-4532,2843,7375,58,FALSE,0,25,0
Moussa Sissoko,MID,Watford,0,0,8,0,22.9,354,250,2,0,4,16.6,2022-02-12T15:00:00Z,90,4,0,0,0,0,25,0,202375,2,0,0,2,-7685,4545,12230,44,TRUE,0,25,0
Raphael Dias Belloli,MID,Leeds,0,0,7,0,14.7,196,244,2,0,2.3,6.6,2022-02-12T15:00:00Z,45,8,0,0,0,0,25,0,1321284,0,3,2,1,-86392,45095,131487,65,FALSE,0,25,0
Philippe Coutinho Correia,MID,Aston Villa,0,0,11,0,26,681,247,1,0,4.7,7.4,2022-02-13T14:00:00Z,90,14,0,0,0,0,25,0,1569517,0,1,14,2,585876,608149,22273,72,FALSE,0,25,0
Issa Diop,DEF,West Ham,1,1,30,0,13.8,424,245,2,0,5.4,38,2022-02-13T16:30:00Z,90,9,0,0,0,0,25,0,38553,2,2,2,5,-4406,368,4774,43,FALSE,0,25,0
Rúben Diogo da Silva Neves,MID,Wolves,0,0,15,1,2,436,249,0,0,3.1,14,2022-02-13T14:00:00Z,90,17,0,0,0,0,25,0,77410,2,0,15,3,457,2372,1915,53,FALSE,0,25,0
Conor Gallagher,MID,Crystal Palace,0,0,12,1,18.9,144,241,0,0,2.7,7.6,2022-02-12T15:00:00Z,90,3,0,0,0,0,25,0,1659657,0,0,0,3,-79687,69714,149401,62,FALSE,0,25,1
Rico Henry,DEF,Brentford,0,0,26,1,13.2,83,241,0,0,5.4,16.6,2022-02-12T15:00:00Z,90,7,0,0,0,0,25,0,86045,0,0,24,6,86,2239,2153,45,TRUE,0,25,0
Harry Winks,MID,Spurs,0,0,11,0,7.6,366,249,2,0,3.1,15,2022-02-13T14:00:00Z,90,20,0,0,0,0,25,0,109059,2,0,8,2,490,4155,3665,44,TRUE,0,25,0
Rodrigo Moreno,FWD,Leeds,0,0,9,0,15.9,187,244,3,0,3,1.4,2022-02-12T15:00:00Z,90,8,0,0,0,0,25,0,97966,0,3,13,2,14324,16602,2278,62,FALSE,0,25,0
Cristian Romero,DEF,Spurs,0,0,22,0,0.7,494,249,2,0,4,22.6,2022-02-13T14:00:00Z,90,20,0,0,0,0,25,0,23795,2,0,17,1,2001,2462,461,48,TRUE,0,25,0
